label,text,msg_len,num_words,caps_ratio,num_digits,has_url,has_phone,clean_text
1,Thanks for your subscription to Ringtone UK your mobile will be charged Ã¥Â£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,161,29,0.09316770186335403,1,0,0,thanks subscription ringtone uk mobile charged month please confirm replying yes reply charged
0,Yup... Ok i go home look at the timings then i msg Ã_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,124,28,0.03225806451612903,2,0,0,yup ok go home look timing msg xuhui going learn nd may lesson
0,"Oops, I'll let you know when my roommate's done",47,9,0.0425531914893617,0,0,0,oops let know roommate done
0,I see the letter B on my car,28,8,0.07142857142857142,0,0,0,see letter car
0,Anything lor... U decide...,27,4,0.07407407407407407,0,0,0,anything lor decide
0,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,155,30,0.025806451612903226,0,0,0,hello saturday go texting see decided anything tomo trying invite anything
0,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,82,17,0.04878048780487805,0,0,0,pls go ahead watt wanted sure great weekend abiola
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",142,34,0.07042253521126761,0,0,0,forget tell want need crave love sweet arabian steed mmmmmm yummy
1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,172,33,0.040697674418604654,22,0,1,phone rodger burn msg tried call reply sm free nokia mobile free camcorder please call phone delivery tomorrow
0,WHO ARE YOU SEEING?,19,4,0.7894736842105263,0,0,0,seeing
0,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,72,13,0.041666666666666664,0,0,0,great hope like man well endowed lt gt inch
0,No calls..messages..missed calls,32,3,0.03125,0,0,0,call message missed call
0,Didn't you get hep b immunisation in nigeria.,45,8,0.022222222222222223,0,0,0,get hep immunisation nigeria
0,"Fair enough, anything going on?",31,5,0.03225806451612903,0,0,0,fair enough anything going
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",67,14,0.029850746268656716,0,0,0,yeah hopefully tyler could maybe ask around bit
0,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,148,30,0.0472972972972973,0,0,0,know stubborn even want go hospital kept telling mark weak sucker hospital weak sucker
0,What you thinked about me. First time you saw me in class.,58,12,0.034482758620689655,0,0,0,thinked first time saw class
0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",124,23,0.008064516129032258,0,0,0,gram usually run like lt gt half eighth smarter though get almost whole second gram lt gt
0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,80,16,0.0125,0,0,0,fyi ride early tomorrow morning crashing place tonight
0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",291,55,0.024054982817869417,0,0,0,wow never realized embarassed accomodations thought liked since best could always seemed happy cave sorry give sorry offered sorry room embarassing
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,120,22,0.2,0,0,0,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,76,13,0.09210526315789473,0,0,0,know mallika sherawat yesterday find lt url gt
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",161,27,0.07453416149068323,24,0,1,congrats year special cinema pas call phone suprman matrix starwars etc free bx ip pm dont miss
0,"Sorry, I'll call later in meeting.",34,6,0.058823529411764705,0,0,0,sorry call later meeting
0,Tell where you reached,22,4,0.045454545454545456,0,0,0,tell reached
0,Yes..gauti and sehwag out of odi series.,40,7,0.025,0,0,0,yes gauti sehwag odi series
0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,108,23,0.027777777777777776,1,0,0,gonna pick burger way home even move pain killing
0,Ha ha ha good joke. Girls are situation seekers.,48,9,0.041666666666666664,0,0,0,ha ha ha good joke girl situation seeker
0,Its a part of checking IQ,25,6,0.12,0,0,0,part checking iq
0,"Sorry my roommates took forever, it ok if I come by now?",56,12,0.03571428571428571,0,0,0,sorry roommate took forever ok come
0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,110,24,0.01818181818181818,0,0,0,ok lar double check wif da hair dresser already said wun cut short said cut look nice
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Ã¥Â£1500 Bonus Prize, call 09066364589",155,28,0.05161290322580645,15,0,1,valued customer pleased advise following recent review mob awarded bonus prize call phone
0,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",124,23,0.024193548387096774,0,0,0,today song dedicated day song dedicate send ur valuable frnds first rply
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Ã¥Â£1000. To claim txt DIS to 87121 18+6*Ã¥Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",165,22,0.1696969696969697,21,0,1,urgent ur awarded complimentary trip eurodisinc trav aco entry claim txt dis phone morefrmmob shracomorsglsuplt l aj
1,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",80,15,0.0625,0,0,0,hear new divorce barbie come ken stuff
0,I plane to give on this month end.,34,8,0.029411764705882353,0,0,0,plane give month end
0,Wah lucky man... Then can save money... Hee...,46,8,0.06521739130434782,0,0,0,wah lucky man save money hee
0,Finished class where are you.,29,5,0.034482758620689655,0,0,0,finished class
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,45,10,0.7777777777777778,0,0,0,hi babe im home wanna something xx
0,K..k:)where are you?how did you performed?,42,6,0.023809523809523808,0,0,0,performed
0,U can call me now...,20,5,0.05,0,0,0,call
0,I am waiting machan. Call me once you free.,43,9,0.046511627906976744,0,0,0,waiting machan call free
0,Thats cool. i am a gentleman and will treat you with dignity and respect.,73,14,0.0136986301369863,0,0,0,thats cool gentleman treat dignity respect
0,I like you peoples very much:) but am very shy pa.,50,11,0.02,0,0,0,like people much shy pa
0,Does not operate after  &lt;#&gt;  or what,42,7,0.023809523809523808,0,0,0,operate lt gt
0,Its not the same here. Still looking for a job. How much do Ta's earn there.,76,16,0.05263157894736842,0,0,0,still looking job much ta earn
0,"Sorry, I'll call later",22,4,0.09090909090909091,0,0,0,sorry call later
0,K. Did you call me just now ah? ,32,8,0.0625,0,0,0,call ah
0,Ok i am on the way to home hi hi,32,10,0.03125,0,0,0,ok way home hi hi
0,You will be in the place of that man,36,9,0.027777777777777776,0,0,0,place man
0,Yup next stop.,14,3,0.07142857142857142,0,0,0,yup next stop
0,"I call you later, don't have network. If urgnt, sms me.",55,11,0.03636363636363636,0,0,0,call later network urgnt sm
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,121,26,0.03305785123966942,1,0,0,real getting yo need ticket one jacket done already used multis
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,144,31,0.034722222222222224,0,0,0,yes started send request make pain came back back bed double coin factory gotta cash nitros
0,I'm really not up to it still tonight babe,42,9,0.023809523809523808,0,0,0,really still tonight babe
0,"Ela kano.,il download, come wen ur free..",41,7,0.024390243902439025,0,0,0,ela kano il download come wen ur free
0,Yeah do! DonÂÃÃ·t stand to close tho- youÂÃÃ·ll catch something!,68,10,0.11764705882352941,0,0,0,yeah stand close tho catch something
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,195,39,0.020512820512820513,2,0,0,sorry pain ok meet another night spent late afternoon casualty mean done stuff moro includes time sheet sorry
0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,141,26,0.1347517730496454,1,0,0,smile pleasure smile pain smile trouble pours like rain smile sum hurt smile becoz someone still love see smiling
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!,143,23,0.055944055944055944,22,0,1,please call customer service representative phone pm guaranteed cash prize
0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,107,20,0.028037383177570093,3,0,0,havent planning buy later check already lido got show afternoon finish work already
1,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",125,22,0.088,5,0,0,free ringtone waiting collected simply text password mix verify get usher britney fml
0,Watching telugu movie..wat abt u?,33,5,0.030303030303030304,0,0,0,watching telugu movie wat abt
0,i see. When we finish we have loads of loans to pay,51,12,0.0196078431372549,0,0,0,see finish load loan pay
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",184,39,0.02717391304347826,0,0,0,hi wk ok hols yes bit run forgot hairdresser appointment four need get home shower beforehand cause prob ham
0,Please don't text me anymore. I have nothing else to say.,57,11,0.03508771929824561,0,0,0,please text anymore nothing else say
0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,81,21,0.04938271604938271,0,0,0,okay name ur price long legal wen pick ave am xx
0,I'm still looking for a car to buy. And have not gone 4the driving test yet.,76,16,0.02631578947368421,1,0,0,still looking car buy gone driving test yet
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",183,36,0.02185792349726776,0,0,0,wow right mean guess gave boston men changed search location nyc something changed cuz signin page still say boston
0,Umma my life and vava umma love you lot dear,44,10,0.022727272727272728,0,0,0,umma life vava umma love lot dear
0,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,95,17,0.021052631578947368,0,0,0,thanks lot wish birthday thanks making birthday truly memorable
0,"Aight, I'll hit you up when I get some cash",43,10,0.06976744186046512,0,0,0,aight hit get cash
0,How would my ip address test that considering my computer isn't a minecraft server,82,14,0.012195121951219513,0,0,0,would ip address test considering computer minecraft server
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,115,24,0.043478260869565216,0,0,0,know grumpy old people mom like better lying always one play joke
0,Dont worry. I guess he's busy.,30,6,0.06666666666666667,0,0,0,dont worry guess busy
0,What is the plural of the noun research?,40,8,0.025,0,0,0,plural noun research
0,Going for dinner.msg you after.,31,5,0.03225806451612903,0,0,0,going dinner msg
0,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,96,24,0.03125,1,0,0,ok wif co like try new thing scared dun like mah co said loud
1,GENT! We are trying to contact you. Last weekends draw shows that you won a Ã¥Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,161,27,0.14285714285714285,22,0,1,gent trying contact last weekend draw show prize guaranteed call phone claim code valid hr ppm
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",143,24,0.027972027972027972,0,0,0,wa ur openin sentence formal anyway fine juz tt eatin much puttin weight haha anythin special happened
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",156,32,0.07051282051282051,1,0,0,entered cabin pa said happy day bos felt special askd lunch lunch invited apartment went
1,You are a winner U have been specially selected 2 receive Ã¥Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,155,27,0.025806451612903226,22,0,0,winner specially selected receive holiday flight inc speak live operator claim min
0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,72,12,0.027777777777777776,0,0,0,goodo yes must speak friday egg potato ratio tortilla needed
0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,86,15,0.023255813953488372,0,0,0,hmm uncle informed paying school directly pls buy food
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,144,20,0.1111111111111111,34,0,1,private account statement phone show unredeemed bonus point claim call phone identifier code expires
1,"URGENT! Your Mobile No. was awarded Ã¥Â£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",159,26,0.16981132075471697,26,0,1,urgent mobile awarded bonus caller prize final try contact call landline phone box wr ppm
0,here is my new address -apples&pairs&all that malarky,53,8,0.0,0,0,0,new address apple pair malarky
1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,156,27,0.019230769230769232,22,0,1,today voda number ending selected receive award match please call phone quoting claim code standard rate app
0,I am going to sao mu today. Will be done only at 12 ,52,13,0.038461538461538464,2,0,0,going sao mu today done
0,ÃÃ predict wat time Ã_'ll finish buying?,43,7,0.06976744186046512,0,0,0,predict wat time finish buying
0,"Good stuff, will do.",20,4,0.05,0,0,0,good stuff
0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",244,46,0.01639344262295082,0,0,0,know yetunde sent money yet sent text bother sending dont involve anything imposed anything first place apologise
0,Are you there in room.,22,5,0.045454545454545456,0,0,0,room
0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,107,27,0.7009345794392523,0,0,0,hey girl hope well del bak long time give call sum time lucyxx
0,K..k:)how much does it cost?,28,5,0.03571428571428571,0,0,0,much cost
0,I'm home.,9,2,0.1111111111111111,0,0,0,home
0,"Dear, will call Tmorrow.pls accomodate.",39,5,0.05128205128205128,0,0,0,dear call tmorrow pls accomodate
0,First answer my question.,25,4,0.04,0,0,0,first answer question
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,128,25,0.125,8,0,0,sunshine quiz wkly win top sony dvd player know country algarve txt ansr sp tyrone
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,162,28,0.09876543209876543,13,0,0,want get laid tonight want real dogging location sent direct ur mob join uk largest dogging network bt txting gravel nt ec email
0,I only haf msn. It's yijue@hotmail.com,38,6,0.05263157894736842,0,0,0,haf msn email
0,He is there. You call and meet him,34,8,0.058823529411764705,0,0,0,call meet
0,No no. I will check all rooms befor activities,46,9,0.043478260869565216,0,0,0,check room befor activity
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,155,32,0.07741935483870968,5,0,0,rcv msg chat svc free hardcore service text go get nothing must age verify yr network try
0,Got c... I lazy to type... I forgot Ã_ in lect... I saw a pouch but like not v nice...,87,20,0.05747126436781609,0,0,0,got lazy type forgot lect saw pouch like nice
0,"K, text me when you're on the way",33,8,0.030303030303030304,0,0,0,text way
0,"Sir, Waiting for your mail.",27,5,0.07407407407407407,0,0,0,sir waiting mail
0,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",158,26,0.03164556962025317,2,0,0,swt thought nver get tired little thing lovable person coz somtimes little thing occupy biggest part heart gud ni
0,I know you are. Can you pls open the back?,42,10,0.047619047619047616,0,0,0,know pls open back
0,Yes see ya not on the dot,25,7,0.04,0,0,0,yes see ya dot
0,Whats the staff name who is taking class for us?,48,10,0.020833333333333332,0,0,0,whats staff name taking class u
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",159,29,0.05660377358490566,14,0,0,freemsg replied text randy sexy female live local luv hear netcollex ltd per msg reply stop end
0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,84,15,0.011904761904761904,0,0,0,ummma call check life begin qatar pls pray hard
0,K..i deleted my contact that why?,33,6,0.030303030303030304,0,0,0,deleted contact
0,Sindu got job in birla soft ..,30,7,0.03333333333333333,0,0,0,sindu got job birla soft
0,The wine is flowing and i'm i have nevering..,45,9,0.022222222222222223,0,0,0,wine flowing nevering
0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,59,15,0.01694915254237288,2,0,0,yup thk cine better co need go plaza mah
0,Ok... Ur typical reply...,25,4,0.08,0,0,0,ok ur typical reply
0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",384,80,0.013020833333333334,0,0,0,everywhere dirt floor window even shirt sometimes open mouth come flowing dream world without half chore time joy lot tv show see guess like thing must exist like rain hail mist time done become one
0,Aaooooright are you at work?,28,5,0.03571428571428571,0,0,0,aaooooright work
0,I'm leaving my house now...,27,5,0.037037037037037035,0,0,0,leaving house
0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",157,33,0.044585987261146494,0,0,0,hello love get interview today happy good boy think missing
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,124,19,0.04032258064516129,11,0,1,customer service annoncement new year delivery waiting please call phone arrange delivery
1,You are a winner U have been specially selected 2 receive Ã¥Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,148,27,0.02702702702702703,20,0,1,winner specially selected receive cash holiday flight inc speak live operator claim phone
0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,115,24,0.034782608695652174,0,0,0,keep safe need miss already envy everyone see real life
0,New car and house for my parents.:)i have only new job in hand:),64,13,0.015625,0,0,0,new car house parent new job hand
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,85,19,0.03529411764705882,0,0,0,love excited day spend make happy
1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,152,24,0.20394736842105263,13,1,0,pls stop bootydelious inviting friend reply yes see url stop send stop frnd
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",155,30,0.12903225806451613,1,0,0,bangbabes ur order way receive service msg download ur content goto wap bangb tv ur mobile internet service menu
0,I place all ur points on e cultures module already.,51,10,0.0196078431372549,0,0,0,place ur point culture module already
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Ã¥Â£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,159,27,0.1509433962264151,18,0,1,urgent trying contact last weekend draw show prize guaranteed call phone claim code valid hr
0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",74,13,0.013513513513513514,0,0,0,hi frnd best way avoid missunderstding wit beloved one
0,Great escape. I fancy the bridge but needs her lager. See you tomo ,67,13,0.04477611940298507,0,0,0,great escape fancy bridge need lager see tomo
0,Yes :)it completely in out of form:)clark also utter waste.,59,10,0.01694915254237288,0,0,0,yes completely form clark also utter waste
0,"Sir, I need AXIS BANK account no and bank address.",50,10,0.2,0,0,0,sir need axis bank account bank address
0,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",94,20,0.0425531914893617,1,0,0,hmmm thk sure got time hop ard ya go free abt muz call discus liao
0,What time you coming down later? ,33,6,0.030303030303030304,0,0,0,time coming later
0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",105,21,0.02857142857142857,0,0,0,bloody hell cant believe forgot surname mr ill give clue spanish begin
0,"Well, i'm gonna finish my bath now. Have a good...fine night.",61,11,0.03278688524590164,0,0,0,well gonna finish bath good fine night
0,Let me know when you've got the money so carlos can make the call,65,14,0.015384615384615385,0,0,0,let know got money carlos make call
0,U still going to the mall?,26,6,0.038461538461538464,0,0,0,still going mall
0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",146,30,0.00684931506849315,0,0,0,turn friend staying whole show back til lt gt feel free go ahead smoke lt gt worth
0,Text her. If she doesnt reply let me know so i can have her log in,66,16,0.030303030303030304,0,0,0,text doesnt reply let know log
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126,25,0.1349206349206349,0,0,0,hi spoke maneesha like know satisfied experience reply toll free yes
0,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,159,31,0.025157232704402517,1,0,0,lifted hope offer money need especially end month approach hurt studying anyways gr weekend
0,Lol no. U can trust me.,23,6,0.08695652173913043,0,0,0,lol trust
0,ok. I am a gentleman and will treat you with dignity and respect.,65,13,0.015384615384615385,0,0,0,ok gentleman treat dignity respect
0,"He will, you guys close?",24,5,0.041666666666666664,0,0,0,guy close
0,Going on nothing great.bye,26,4,0.038461538461538464,0,0,0,going nothing great bye
0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,152,32,0.039473684210526314,0,0,0,hello handsome finding job lazy working towards getting back net mummy boytoy miss
0,"Haha awesome, be there in a minute",34,7,0.029411764705882353,0,0,0,haha awesome minute
